feed.url,id_str,in_reply_to_status_id,user_id_str,verified,friends_count,is_translator,statuses_count,name,favourites_count,profile_image_url,utc_offset,location,description,screen_name,lang,homepage_url,listed_count,time_zone,created_at,user_created_at,followers_count,user_id,geo_enabled,following,text,in_reply_to_user_id,retweet_count,place,favorited,in_reply_to_status_id_str,in_reply_to_screen_name,source,in_reply_to_user_id_str,retweeted,coordinates,geo,latitude,longitude,country,country_code,place_full_name
http://twitter.com/favorites/davethegame.json,75616540736761856,,5976992,false,946,false,13586,Kelly Sue DeConnick,578,http://a0.twimg.com/profile_images/610963979/Photo_on_2010-12-30_at_11.33__2_normal.jpg,-28800,"Portland, OR","Comic book writer. Big hair, small stature. ",kellysue,en,http://kellysue.com/,330,Pacific Time (US & Canada),Tue May 31 17:36:02 +0000 2011,Sat May 12 00:21:02 +0000 2007,4797,5976992,false,,"Donate ALL AGES comics to the children of #Joplin, MO, c/o Hurley's Heroes, 1515 W. 10th, Ste. C, Joplin, MO 64801.",,17,,false,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,75367534198665216,,801446,false,657,false,7767,Jeff Greiner,3,http://a1.twimg.com/profile_images/1162176776/7a0cd76c-bad3-4d98-848d-d6671fe29802_normal.jpg,-18000,"Raleigh, NC",D&D reviewer and all around great guy.,Squach,en,http://www.thetomeshow.com,105,Eastern Time (US & Canada),Tue May 31 01:06:35 +0000 2011,Wed Feb 28 17:46:50 +0000 2007,902,801446,true,,Tome Ep 75: Planar Advice: Danny Rupp (aka Bartoneus from Critical Hits) joins us in this episode as we discuss ... http://bit.ly/klQoq8,,1,,false,,,"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,75353306205126656,,122478255,false,200,false,7910,Harry Connolly,0,http://a1.twimg.com/profile_images/1373823734/Trigger_Finger__normal,-28800,My cornapult fortress,I write books about monsters and face-punching.,byharryconnolly,en,http://www.harryjconnolly.com,41,Pacific Time (US & Canada),Tue May 31 00:10:02 +0000 2011,Fri Mar 12 21:20:51 +0000 2010,481,122478255,false,,"The ""Stupid Ned Stark"" meme. http://j.mp/majQhY I haven't seen the show or read the book in over ten years, but LOL.",,28,,false,,,"<a href=""http://sites.google.com/site/yorufukurou/"" rel=""nofollow"">YoruFukurou</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,75308510774173696,,1386831,false,391,false,10452,Matt Sledge,269,http://a3.twimg.com/profile_images/1377236554/2010-12-24-11.52.08crop_normal.jpg,-18000,"iPhone: 39.065742,-84.310582","A Cincinnati dude. Worked at 97X Radio & woxy.com, and is now a Party Mixologist for @party934. Follower of Miami University athletics, and a sarcastic bastard.",mattsledge,en,http://twitter.com/SledgeParty934/,32,Eastern Time (US & Canada),Mon May 30 21:12:02 +0000 2011,Sun Mar 18 00:58:04 +0000 2007,599,1386831,true,,Want a piece of the WOXY '03 Modern Rock 500? Click: http://bit.ly/iQcQwx Songs are clipped & crappy audio (cassette) but the memories last.,,1,,false,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,75300729706917888,,20029079,false,210,false,5038,Ben Williams,1,http://a3.twimg.com/profile_images/1267106225/e51c7ee6-b0a4-4bc9-8475-f7f9c2cb5803_normal.jpg,-21600,"Austin, Texas",Blogger/Writer/Caucasian. I love music. I love politics. I love Texas. I love Austin. I love mac 'n' cheese. I love lamp.,Ben_CultureGH,en,http://www.culturegreyhound.com,10,Central Time (US & Canada),Mon May 30 20:41:07 +0000 2011,Wed Feb 04 05:13:36 +0000 2009,243,20029079,true,,New Blog Post: In Memoriam: The WOXY Modern Rock 500 http://www.culturegreyhound.com/2011/05/30/in-memoriam-the-woxy-modern-rock-500/,,3,,false,,,"<a href=""http://www.culturegreyhound.com"" rel=""nofollow"">@Ben_CultureGH</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,72032828321304576,,22562300,false,66,false,3482,A,7,http://a3.twimg.com/profile_images/1355251803/Copy_of_car_plants__normal.jpg,-28800,beside a mountain,"excessive reader, music-lover, code-monkey, sinner, singer, gamer, philologist, dancer, enthusiast, geek. sweet, strange, silly, sometimes salty. overuser of :)",sandrinnad,en,,4,Pacific Time (US & Canada),Sat May 21 20:15:39 +0000 2011,Tue Mar 03 01:00:43 +0000 2009,28,22562300,false,,needs a Discworld t-shirt....but which one?  so many to choose from at the @terryandrob store (though the Bouncer one makes me giggle ;) ),,0,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,71366067582275584,,14452147,false,150,false,11528,Daniel Solis,503,http://a1.twimg.com/profile_images/696271771/DanielSquare2_normal.jpg,-21600,Oklahoma City,Art director by day. Game designer by night. Professor by tea time. Runner by late afternoon. Asleep by bedtime.,DanielSolis,en,http://www.danielsolis.com,96,Central Time (US & Canada),Fri May 20 00:06:11 +0000 2011,Sun Apr 20 14:58:55 +0000 2008,831,14452147,false,,I still can't believe this happened today. http://blog.longnow.org/2011/05/19/the-thousand-year-game-design-challenge/,,0,,false,,,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,70618019373658112,,15666380,true,350,false,6193,Chris Hardwick,17,http://a0.twimg.com/profile_images/1360967473/LA_Weekly_normal.jpg,-28800,Lawss Angleez,I am Chris Hardwick and these are my Tweets!,nerdist,en,http://www.nerdist.com,12588,Pacific Time (US & Canada),Tue May 17 22:33:42 +0000 2011,Wed Jul 30 21:20:18 +0000 2008,1453297,15666380,false,false,DC Nerds! I'm returning to Arlington @cinemadraft June 17 & 18! Get yer tix here: http://nerdi.st/HardwickDC,,19,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,70614168952254464,,26656347,false,177,false,1002,kirin,11,http://a1.twimg.com/profile_images/346085527/churchy_normal.jpg,-28800,Los Angeles,"Omniverous Animator & Nerdish Designer from Los Angeles. You can probably expect tweets about tabletop gaming, music, food and the occasionally silly thought.",koboldstyle,en,http://www.oldschoolhack.net,5,Pacific Time (US & Canada),Tue May 17 22:18:24 +0000 2011,Thu Mar 26 01:39:48 +0000 2009,131,26656347,false,,Providing Prep for a Prep-Free Game: http://wp.me/p10lkw-1a You can see the actual fun (and funny) charts here: http://bit.ly/iXNbxE,,0,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,70130656788746240,,24995364,false,451,false,6929,Marcel Beaudoin,1,http://a3.twimg.com/profile_images/201964684/Zombatar_normal.jpg,,"","",mudbunny74,en,,41,,Mon May 16 14:17:06 +0000 2011,Wed Mar 18 00:57:19 +0000 2009,453,24995364,false,,New fan-written #DND combat tracker is in beta. Test it out and leave your impressions. http://bit.ly/k8Iw0V,,0,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,69028839778557952,,144860142,false,34,false,90,Masterplan Studio,0,http://a1.twimg.com/profile_images/907262789/LocationGeneric_normal.png,,"","",Masterplan_4E,en,http://www.habitualindolence.net/masterplan/,25,,Fri May 13 13:18:52 +0000 2011,Mon May 17 14:01:07 +0000 2010,306,144860142,false,,"Awesome People Needed. Enquire Within.
http://bit.ly/maEzze #dnd",,1,,false,,,web,,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,68552382262415360,,65779486,false,126,false,2666,Scott Rouse,0,http://a0.twimg.com/profile_images/1211599485/n1284470347_30068536_4776_normal.jpg,-28800,Washington State ,"Marketing geek who works in the gaming industry. Dungeons & Dragons nerd who likes to fly fish, hunt, snowboard, and cook all at the same time. ",TheRouse,en,http://scottmrouse.com/,59,Pacific Time (US & Canada),Thu May 12 05:45:36 +0000 2011,Sat Aug 15 00:34:25 +0000 2009,696,65779486,false,,Can one crazy dungeon master defeat the forces of neo-nerd hipster douchery? (via @Kotaku) http://t.co/fte65FI,,1,,false,,,"<a href=""http://twitter.com/tweetbutton"" rel=""nofollow"">Tweet Button</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,68465586790866945,,101360018,false,365,false,2831,David A. Miller,0,http://a2.twimg.com/profile_images/1101397668/59ed9e59-7212-4712-8028-6a2fa5237b4e_normal.jpg,-18000,"Silver Spring, Maryland","family man, gamer, journalist, reluctant bureaucrat",LodestoneDavid,en,http://www.purplepawn.com,17,Eastern Time (US & Canada),Thu May 12 00:00:42 +0000 2011,Sun Jan 03 01:17:14 +0000 2010,306,101360018,false,,"Yehuda's well-researched advice for game publishers: ""How to Succeed or Fail on Kickstarter"" http://ow.ly/4SBCP",,2,,false,,,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">HootSuite</a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,67930591651307520,,117832284,false,82,false,1697,Melinda Rainsberger,4,http://a2.twimg.com/profile_images/756984958/twitter_icon_normal.jpg,,"Providence, RI",They're Using Tools! is Melinda Rainsberger. Both are awesome and mysterious. She is a freelance designer known for mixing digital and traditional materials.,theyusetools,en,http://www.theyreusingtools.com,11,,Tue May 10 12:34:49 +0000 2011,Fri Feb 26 19:25:42 +0000 2010,109,117832284,false,,RT @jakemgold Latest #WordPress power tips article is live on @smashingmag! http://t.co/5F1MK7K,,0,,false,,,"<a href=""http://levelupstudio.com"" rel=""nofollow"">Plume  </a>",,false,,,"","","","",""
http://twitter.com/favorites/davethegame.json,67904835328024576,,17467023,false,751,false,15520,David A Hill Jr,1,http://a3.twimg.com/profile_images/1101537130/face_shot_normal.jpg,-28800,"Orange County, CA","Father, Husband, RPG and video game writer, I'm the liberal Fox News warns you about.",davidahilljr,en,http://machineageproductions.com/?page_id=26,86,Pacific Time (US & Canada),Tue May 10 10:52:29 +0000 2011,Tue Nov 18 18:05:58 +0000 2008,938,17467023,false,,"Longer, more complete explanation of the #GuestbookRPG game and model. http://bit.ly/kJiHmG Also, follow @GuestbookRPG",,1,,false,,,"<a href=""http://www.tweetdeck.com"" rel=""nofollow"">TweetDeck</a>",,false,,,"","","","",""
>>>>>>> 2d8cb9bca285c6a6f742c168bbbd0545254df015
